,Feature,Importance
5,橋下有無租用,0.0010899714233838724
3,年平均每日交通量,-0.0009484755719859012
6,橋梁最接近斷層距離,0.0009423053568742889
0,月均溫度,0.0006002241165598107
2,平均鋅年腐蝕速率(μm/yr),-0.0004122453965824768
9,設計垂直地震力係數,0.0002731732770999581
7,主梁材質_預力混凝土，鋼筋混凝土,0.0002296006742214117
8,主梁材質_鋼筋混凝土,6.282010363586745e-05
1,平均總日照時數,-3.293062744126406e-05
4,最小淨寬(M),-6.6999662552863915e-06
